"Site","Month","Species","total","nsurveys","freq"
"Magnuson",2,"Yellow-rumped Warbler",72,387,0.186046511627907
"Magnuson",3,"American Coot",1562,399,3.91478696741855
"Magnuson",3,"American Crow",460,399,1.15288220551378
"Magnuson",3,"American Goldfinch",113,399,0.283208020050125
"Magnuson",3,"American Robin",576,399,1.44360902255639
"Magnuson",3,"American Wigeon",1477,399,3.70175438596491
"Magnuson",3,"Anna's Hummingbird",96,399,0.240601503759398
"Magnuson",3,"Bald Eagle",7,399,0.0175438596491228
"Magnuson",3,"Barn Owl",1,399,0.0025062656641604
"Magnuson",3,"Barn Swallow",2,399,0.0050125313283208
"Magnuson",3,"Barrow's Goldeneye",4,399,0.0100250626566416
"Magnuson",3,"Belted Kingfisher",1,399,0.0025062656641604
"Magnuson",3,"Bewick's Wren",64,399,0.160401002506266
"Magnuson",3,"Black-capped Chickadee",195,399,0.488721804511278
"Magnuson",3,"Brown Creeper",1,399,0.0025062656641604
"Magnuson",3,"Brown-headed Cowbird",1,399,0.0025062656641604
"Magnuson",3,"Bufflehead",214,399,0.536340852130326
"Magnuson",3,"Bushtit",78,399,0.195488721804511
"Magnuson",3,"California Gull",73,399,0.182957393483709
"Magnuson",3,"California Quail",22,399,0.0551378446115288
"Magnuson",3,"Canada Goose",65,399,0.162907268170426
"Magnuson",3,"Canvasback",3,399,0.0075187969924812
"Magnuson",3,"Cedar Waxwing",22,399,0.0551378446115288
"Magnuson",3,"Chestnut-backed Chickadee",2,399,0.0050125313283208
"Magnuson",3,"Common Goldeneye",136,399,0.340852130325815
"Magnuson",3,"Common Loon",7,399,0.0175438596491228
"Magnuson",3,"Common Merganser",40,399,0.100250626566416
"Magnuson",3,"Cooper's Hawk",2,399,0.0050125313283208
"Magnuson",3,"Dark-eyed Junco",27,399,0.0676691729323308
"Magnuson",3,"Double-crested Cormorant",40,399,0.100250626566416
"Magnuson",3,"Downy Woodpecker",4,399,0.0100250626566416
"Magnuson",3,"Eared Grebe",1,399,0.0025062656641604
"Magnuson",3,"Eurasian Wigeon",8,399,0.0200501253132832
"Magnuson",3,"European Starling",2210,399,5.53884711779449
"Magnuson",3,"Fox Sparrow",43,399,0.107769423558897
"Magnuson",3,"Gadwall",187,399,0.468671679197995
"Magnuson",3,"Glaucous-winged Gull",55,399,0.137844611528822
"Magnuson",3,"Glaucous-winged x Western Gull",4,399,0.0100250626566416
"Magnuson",3,"Golden-crowned Kinglet",8,399,0.0200501253132832
"Magnuson",3,"Golden-crowned Sparrow",87,399,0.218045112781955
"Magnuson",3,"Great Blue Heron",2,399,0.0050125313283208
"Magnuson",3,"Greater Scaup",885,399,2.21804511278195
"Magnuson",3,"Green-winged Teal",73,399,0.182957393483709
"Magnuson",3,"Herring Gull",10,399,0.025062656641604
"Magnuson",3,"Hooded Merganser",1,399,0.0025062656641604
"Magnuson",3,"Horned Grebe",22,399,0.0551378446115288
"Magnuson",3,"House Finch",339,399,0.849624060150376
"Magnuson",3,"House Sparrow",111,399,0.278195488721804
"Magnuson",3,"Killdeer",62,399,0.155388471177945
"Magnuson",3,"Lesser Scaup",254,399,0.636591478696742
"Magnuson",3,"Lincoln's Sparrow",4,399,0.0100250626566416
"Magnuson",3,"Mallard",240,399,0.601503759398496
"Magnuson",3,"Merlin",2,399,0.0050125313283208
"Magnuson",3,"Mew Gull",299,399,0.74937343358396
"Magnuson",3,"Northern Flicker",71,399,0.177944862155388
"Magnuson",3,"Northern Shoveler",34,399,0.0852130325814536
"Magnuson",3,"Orange-crowned Warbler",1,399,0.0025062656641604
"Magnuson",3,"Pacific Wren",15,399,0.037593984962406
"Magnuson",3,"Peregrine Falcon",1,399,0.0025062656641604
"Magnuson",3,"Pied-billed Grebe",9,399,0.0225563909774436
"Magnuson",3,"Pileated Woodpecker",1,399,0.0025062656641604
"Magnuson",3,"Pine Siskin",40,399,0.100250626566416
"Magnuson",3,"Red-breasted Merganser",9,399,0.0225563909774436
"Magnuson",3,"Red-breasted Nuthatch",2,399,0.0050125313283208
"Magnuson",3,"Red-necked Grebe",9,399,0.0225563909774436
"Magnuson",3,"Red-tailed Hawk",15,399,0.037593984962406
"Magnuson",3,"Red-winged Blackbird",241,399,0.604010025062657
"Magnuson",3,"Ring-billed Gull",56,399,0.140350877192982
"Magnuson",3,"Ring-necked Duck",9,399,0.0225563909774436
"Magnuson",3,"Ring-necked Pheasant",1,399,0.0025062656641604
"Magnuson",3,"Rock Pigeon",57,399,0.142857142857143
"Magnuson",3,"Ruby-crowned Kinglet",119,399,0.298245614035088
"Magnuson",3,"Song Sparrow",151,399,0.378446115288221
"Magnuson",3,"Spotted Sandpiper",4,399,0.0100250626566416
"Magnuson",3,"Spotted Towhee",78,399,0.195488721804511
"Magnuson",3,"Steller's Jay",4,399,0.0100250626566416
"Magnuson",3,"Tree Swallow",9,399,0.0225563909774436
"Magnuson",3,"Violet-green Swallow",342,399,0.857142857142857
"Magnuson",3,"Virginia Rail",2,399,0.0050125313283208
"Magnuson",3,"Western Grebe",27,399,0.0676691729323308
"Magnuson",3,"Western Gull",9,399,0.0225563909774436
"Magnuson",3,"Western Meadowlark",1,399,0.0025062656641604
"Magnuson",3,"White-crowned Sparrow",2,399,0.0050125313283208
"Magnuson",3,"Wilson's Snipe",1,399,0.0025062656641604
"Magnuson",3,"Yellow-rumped Warbler",36,399,0.0902255639097744
"Magnuson",4,"American Coot",700,398,1.75879396984925
"Magnuson",4,"American Crow",454,398,1.14070351758794
"Magnuson",4,"American Goldfinch",202,398,0.507537688442211
"Magnuson",4,"American Pipit",1,398,0.00251256281407035
"Magnuson",4,"American Robin",434,398,1.09045226130653
"Magnuson",4,"American Wigeon",243,398,0.610552763819096
"Magnuson",4,"Anna's Hummingbird",57,398,0.14321608040201
"Magnuson",4,"Bald Eagle",9,398,0.0226130653266332
"Magnuson",4,"Band-tailed Pigeon",3,398,0.00753768844221105
"Magnuson",4,"Barn Swallow",9,398,0.0226130653266332
"Magnuson",4,"Belted Kingfisher",5,398,0.0125628140703518
"Magnuson",4,"Bewick's Wren",86,398,0.21608040201005
"Magnuson",4,"Black-capped Chickadee",171,398,0.42964824120603
"Magnuson",4,"Black-headed Grosbeak",1,398,0.00251256281407035
"Magnuson",4,"Bonaparte's Gull",2,398,0.0050251256281407
"Magnuson",4,"Brewer's Blackbird",2,398,0.0050251256281407
"Magnuson",4,"Brown-headed Cowbird",17,398,0.042713567839196
"Magnuson",4,"Bufflehead",204,398,0.512562814070352
"Magnuson",4,"Bushtit",100,398,0.251256281407035
"Magnuson",4,"California Gull",22,398,0.0552763819095477
"Magnuson",4,"California Quail",26,398,0.0653266331658292
"Magnuson",4,"Canada Goose",59,398,0.148241206030151
"Magnuson",4,"Cedar Waxwing",23,398,0.0577889447236181
"Magnuson",4,"Chestnut-backed Chickadee",2,398,0.0050251256281407
"Magnuson",4,"Cinnamon Teal",2,398,0.0050251256281407
"Magnuson",4,"Cliff Swallow",24,398,0.0603015075376884
"Magnuson",4,"Common Goldeneye",81,398,0.203517587939698
"Magnuson",4,"Common Loon",7,398,0.0175879396984925
"Magnuson",4,"Common Merganser",17,398,0.042713567839196
"Magnuson",4,"Common Yellowthroat",3,398,0.00753768844221105
"Magnuson",4,"Cooper's Hawk",5,398,0.0125628140703518
"Magnuson",4,"Dark-eyed Junco",5,398,0.0125628140703518
"Magnuson",4,"Double-crested Cormorant",65,398,0.163316582914573
"Magnuson",4,"Downy Woodpecker",11,398,0.0276381909547739
"Magnuson",4,"Eared Grebe",1,398,0.00251256281407035
"Magnuson",4,"European Starling",134,398,0.336683417085427
"Magnuson",4,"Fox Sparrow",20,398,0.050251256281407
"Magnuson",4,"Franklin's Gull",1,398,0.00251256281407035
"Magnuson",4,"Gadwall",178,398,0.447236180904523
"Magnuson",4,"Glaucous-winged Gull",70,398,0.175879396984925
"Magnuson",4,"Golden-crowned Kinglet",2,398,0.0050251256281407
"Magnuson",4,"Golden-crowned Sparrow",66,398,0.165829145728643
"Magnuson",4,"Great Blue Heron",1,398,0.00251256281407035
"Magnuson",4,"Greater Scaup",107,398,0.268844221105528
"Magnuson",4,"Green-winged Teal",77,398,0.193467336683417
"Magnuson",4,"Herring Gull",4,398,0.0100502512562814
"Magnuson",4,"Horned Grebe",5,398,0.0125628140703518
"Magnuson",4,"House Finch",147,398,0.369346733668342
"Magnuson",4,"House Sparrow",57,398,0.14321608040201
"Magnuson",4,"House Wren",1,398,0.00251256281407035
"Magnuson",4,"Hutton's Vireo",1,398,0.00251256281407035
"Magnuson",4,"Killdeer",52,398,0.130653266331658
"Magnuson",4,"Lesser Scaup",87,398,0.218592964824121
"Magnuson",4,"Lincoln's Sparrow",4,398,0.0100502512562814
"Magnuson",4,"Mallard",188,398,0.472361809045226
"Magnuson",4,"Marsh Wren",2,398,0.0050251256281407
"Magnuson",4,"Merlin",1,398,0.00251256281407035
"Magnuson",4,"Mew Gull",317,398,0.796482412060301
"Magnuson",4,"Northern Flicker",67,398,0.168341708542714
"Magnuson",4,"Northern Shoveler",36,398,0.0904522613065327
"Magnuson",4,"Orange-crowned Warbler",7,398,0.0175879396984925
"Magnuson",4,"Pacific Wren",7,398,0.0175879396984925
"Magnuson",4,"Pied-billed Grebe",5,398,0.0125628140703518
"Magnuson",4,"Pileated Woodpecker",1,398,0.00251256281407035
"Magnuson",4,"Pine Siskin",1,398,0.00251256281407035
"Magnuson",4,"Red-breasted Merganser",4,398,0.0100502512562814
"Magnuson",4,"Red-breasted Nuthatch",5,398,0.0125628140703518
"Magnuson",4,"Red-necked Grebe",25,398,0.0628140703517588
"Magnuson",4,"Red-tailed Hawk",4,398,0.0100502512562814
"Magnuson",4,"Red-winged Blackbird",318,398,0.798994974874372
"Magnuson",4,"Ring-billed Gull",31,398,0.0778894472361809
"Magnuson",4,"Ring-necked Duck",15,398,0.0376884422110553
"Magnuson",4,"Ring-necked Pheasant",1,398,0.00251256281407035
"Magnuson",4,"Rock Pigeon",30,398,0.0753768844221105
"Magnuson",4,"Ruby-crowned Kinglet",31,398,0.0778894472361809
"Magnuson",4,"Rufous Hummingbird",1,398,0.00251256281407035
"Magnuson",4,"Savannah Sparrow",185,398,0.464824120603015
"Magnuson",4,"Sharp-shinned Hawk",1,398,0.00251256281407035
"Magnuson",4,"Song Sparrow",165,398,0.414572864321608
"Magnuson",4,"Sora",1,398,0.00251256281407035
"Magnuson",4,"Spotted Sandpiper",2,398,0.0050251256281407
"Magnuson",4,"Spotted Towhee",83,398,0.208542713567839
"Magnuson",4,"Steller's Jay",28,398,0.0703517587939698
"Magnuson",4,"Tree Swallow",110,398,0.276381909547739
"Magnuson",4,"Vaux's Swift",1,398,0.00251256281407035
"Magnuson",4,"Violet-green Swallow",329,398,0.826633165829146
"Magnuson",4,"Virginia Rail",2,398,0.0050251256281407
"Magnuson",4,"Western Grebe",46,398,0.115577889447236
"Magnuson",4,"White-crowned Sparrow",58,398,0.14572864321608
"Magnuson",4,"Wilson's Snipe",5,398,0.0125628140703518
"Magnuson",4,"Yellow-rumped Warbler",54,398,0.135678391959799
"Magnuson",5,"American Coot",8,395,0.020253164556962
"Magnuson",5,"American Crow",328,395,0.830379746835443
"Magnuson",5,"American Goldfinch",274,395,0.693670886075949
"Magnuson",5,"American Robin",298,395,0.754430379746835
"Magnuson",5,"American Wigeon",5,395,0.0126582278481013
"Magnuson",5,"Anna's Hummingbird",70,395,0.177215189873418
"Magnuson",5,"Bald Eagle",7,395,0.0177215189873418
"Magnuson",5,"Barn Swallow",136,395,0.344303797468354
"Magnuson",5,"Belted Kingfisher",4,395,0.010126582278481
"Magnuson",5,"Bewick's Wren",75,395,0.189873417721519
"Magnuson",5,"Black Swift",1,395,0.00253164556962025
"Magnuson",5,"Black-capped Chickadee",84,395,0.212658227848101
"Magnuson",5,"Black-throated Gray Warbler",1,395,0.00253164556962025
"Magnuson",5,"Brown-headed Cowbird",140,395,0.354430379746835
"Magnuson",5,"Bufflehead",46,395,0.116455696202532
"Magnuson",5,"Bullock's Oriole",17,395,0.0430379746835443
"Magnuson",5,"Bushtit",43,395,0.108860759493671
"Magnuson",5,"California Gull",5,395,0.0126582278481013
"Magnuson",5,"California Quail",32,395,0.0810126582278481
"Magnuson",5,"Canada Goose",220,395,0.556962025316456
"Magnuson",5,"Cassin's Vireo",1,395,0.00253164556962025
"Magnuson",5,"Cedar Waxwing",3,395,0.00759493670886076
"Magnuson",5,"Chipping Sparrow",2,395,0.00506329113924051
"Magnuson",5,"Cliff Swallow",354,395,0.89620253164557
"Magnuson",5,"Common Goldeneye",2,395,0.00506329113924051
"Magnuson",5,"Common Loon",1,395,0.00253164556962025
"Magnuson",5,"Common Yellowthroat",5,395,0.0126582278481013
"Magnuson",5,"Double-crested Cormorant",8,395,0.020253164556962
"Magnuson",5,"Downy Woodpecker",4,395,0.010126582278481
"Magnuson",5,"European Starling",158,395,0.4
"Magnuson",5,"Gadwall",167,395,0.422784810126582
"Magnuson",5,"Glaucous-winged Gull",40,395,0.10126582278481
"Magnuson",5,"Golden-crowned Sparrow",15,395,0.0379746835443038
"Magnuson",5,"Great Blue Heron",10,395,0.0253164556962025
"Magnuson",5,"Hammond's Flycatcher",1,395,0.00253164556962025
"Magnuson",5,"Hooded Merganser",2,395,0.00506329113924051
"Magnuson",5,"Horned Grebe",1,395,0.00253164556962025
"Magnuson",5,"House Finch",143,395,0.362025316455696
"Magnuson",5,"House Sparrow",25,395,0.0632911392405063
"Magnuson",5,"Killdeer",36,395,0.0911392405063291
"Magnuson",5,"Lesser Scaup",2,395,0.00506329113924051
"Magnuson",5,"Mallard",311,395,0.787341772151899
"Magnuson",5,"Marsh Wren",1,395,0.00253164556962025
"Magnuson",5,"Mew Gull",1,395,0.00253164556962025
"Magnuson",5,"Mourning Dove",2,395,0.00506329113924051
"Magnuson",5,"Northern Flicker",26,395,0.0658227848101266
"Magnuson",5,"Northern Rough-winged Swallow",8,395,0.020253164556962
"Magnuson",5,"Northern Shoveler",1,395,0.00253164556962025
"Magnuson",5,"Northwestern Crow",1,395,0.00253164556962025
"Magnuson",5,"Orange-crowned Warbler",22,395,0.0556962025316456
"Magnuson",5,"Pied-billed Grebe",1,395,0.00253164556962025
"Magnuson",5,"Pileated Woodpecker",1,395,0.00253164556962025
"Magnuson",5,"Pine Siskin",1,395,0.00253164556962025
"Magnuson",5,"Red-breasted Merganser",1,395,0.00253164556962025
"Magnuson",5,"Red-breasted Nuthatch",6,395,0.0151898734177215
"Magnuson",5,"Red-necked Grebe",1,395,0.00253164556962025
"Magnuson",5,"Red-tailed Hawk",10,395,0.0253164556962025
"Magnuson",5,"Red-winged Blackbird",262,395,0.663291139240506
"Magnuson",5,"Ring-billed Gull",9,395,0.0227848101265823
"Magnuson",5,"Rock Pigeon",20,395,0.0506329113924051
"Magnuson",5,"Ruby-crowned Kinglet",3,395,0.00759493670886076
"Magnuson",5,"Rufous Hummingbird",2,395,0.00506329113924051
"Magnuson",5,"Savannah Sparrow",255,395,0.645569620253165
"Magnuson",5,"Song Sparrow",139,395,0.351898734177215
"Magnuson",5,"Spotted Sandpiper",2,395,0.00506329113924051
"Magnuson",5,"Spotted Towhee",89,395,0.225316455696203
"Magnuson",5,"Swainson's Thrush",1,395,0.00253164556962025
"Magnuson",5,"Tree Swallow",94,395,0.237974683544304
"Magnuson",5,"Vaux's Swift",196,395,0.49620253164557
"Magnuson",5,"Violet-green Swallow",339,395,0.858227848101266
"Magnuson",5,"Virginia Rail",1,395,0.00253164556962025
"Magnuson",5,"Warbling Vireo",14,395,0.0354430379746835
"Magnuson",5,"Western Grebe",5,395,0.0126582278481013
"Magnuson",5,"Western Sandpiper",2,395,0.00506329113924051
"Magnuson",5,"Western Tanager",1,395,0.00253164556962025
"Magnuson",5,"Western Wood-Pewee",1,395,0.00253164556962025
"Magnuson",5,"White-crowned Sparrow",25,395,0.0632911392405063
"Magnuson",5,"Willow Flycatcher",2,395,0.00506329113924051
"Magnuson",5,"Wilson's Warbler",50,395,0.126582278481013
"Magnuson",5,"Yellow Warbler",9,395,0.0227848101265823
"Magnuson",5,"Yellow-rumped Warbler",31,395,0.0784810126582278
"Magnuson",6,"American Coot",2,370,0.00540540540540541
"Magnuson",6,"American Crow",320,370,0.864864864864865
"Magnuson",6,"American Goldfinch",234,370,0.632432432432432
"Magnuson",6,"American Robin",280,370,0.756756756756757
"Magnuson",6,"American Wigeon",2,370,0.00540540540540541
"Magnuson",6,"Anna's Hummingbird",73,370,0.197297297297297
"Magnuson",6,"Bald Eagle",8,370,0.0216216216216216
"Magnuson",6,"Barn Swallow",147,370,0.397297297297297
"Magnuson",6,"Belted Kingfisher",7,370,0.0189189189189189
"Magnuson",6,"Bewick's Wren",64,370,0.172972972972973
"Magnuson",6,"Black-capped Chickadee",101,370,0.272972972972973
"Magnuson",6,"Black-headed Grosbeak",4,370,0.0108108108108108
"Magnuson",6,"Brown-headed Cowbird",114,370,0.308108108108108
"Magnuson",6,"Bullock's Oriole",22,370,0.0594594594594595
"Magnuson",6,"Bushtit",71,370,0.191891891891892
"Magnuson",6,"California Gull",11,370,0.0297297297297297
"Magnuson",6,"California Quail",34,370,0.0918918918918919
"Magnuson",6,"Canada Goose",389,370,1.05135135135135
"Magnuson",6,"Cedar Waxwing",108,370,0.291891891891892
"Magnuson",6,"Cliff Swallow",425,370,1.14864864864865
"Magnuson",6,"Common Merganser",11,370,0.0297297297297297
"Magnuson",6,"Common Yellowthroat",10,370,0.027027027027027
"Magnuson",6,"Dark-eyed Junco",1,370,0.0027027027027027
"Magnuson",6,"Double-crested Cormorant",1,370,0.0027027027027027
"Magnuson",6,"Downy Woodpecker",5,370,0.0135135135135135
"Magnuson",6,"European Starling",185,370,0.5
"Magnuson",6,"Gadwall",129,370,0.348648648648649
"Magnuson",6,"Glaucous-winged Gull",57,370,0.154054054054054
"Magnuson",6,"Glaucous-winged x Western Gull",6,370,0.0162162162162162
"Magnuson",6,"Great Blue Heron",5,370,0.0135135135135135
"Magnuson",6,"House Finch",186,370,0.502702702702703
"Magnuson",6,"House Sparrow",21,370,0.0567567567567568
"Magnuson",6,"Killdeer",19,370,0.0513513513513514
"Magnuson",6,"Mallard",218,370,0.589189189189189
"Magnuson",6,"Mourning Dove",1,370,0.0027027027027027
"Magnuson",6,"Northern Flicker",31,370,0.0837837837837838
"Magnuson",6,"Northern Rough-winged Swallow",7,370,0.0189189189189189
"Magnuson",6,"Olive-sided Flycatcher",1,370,0.0027027027027027
"Magnuson",6,"Orange-crowned Warbler",5,370,0.0135135135135135
"Magnuson",6,"Pacific Wren",3,370,0.00810810810810811
"Magnuson",6,"Red-tailed Hawk",2,370,0.00540540540540541
"Magnuson",6,"Red-winged Blackbird",227,370,0.613513513513513
"Magnuson",6,"Ring-billed Gull",83,370,0.224324324324324
"Magnuson",6,"Ring-necked Pheasant",1,370,0.0027027027027027
"Magnuson",6,"Rock Pigeon",21,370,0.0567567567567568
"Magnuson",6,"Rufous Hummingbird",5,370,0.0135135135135135
"Magnuson",6,"Savannah Sparrow",209,370,0.564864864864865
"Magnuson",6,"Song Sparrow",141,370,0.381081081081081
"Magnuson",6,"Spotted Sandpiper",2,370,0.00540540540540541
"Magnuson",6,"Spotted Towhee",97,370,0.262162162162162
"Magnuson",6,"Steller's Jay",2,370,0.00540540540540541
"Magnuson",6,"Tree Swallow",101,370,0.272972972972973
"Magnuson",6,"Vaux's Swift",51,370,0.137837837837838
"Magnuson",6,"Violet-green Swallow",113,370,0.305405405405405
"Magnuson",6,"Warbling Vireo",2,370,0.00540540540540541
"Magnuson",6,"Western Grebe",3,370,0.00810810810810811
"Magnuson",6,"Western Kingbird",2,370,0.00540540540540541
"Magnuson",6,"Western Wood-Pewee",5,370,0.0135135135135135
"Magnuson",6,"White-crowned Sparrow",27,370,0.072972972972973
"Magnuson",6,"Willow Flycatcher",24,370,0.0648648648648649
"Magnuson",6,"Wilson's Warbler",8,370,0.0216216216216216
"Magnuson",6,"Yellow Warbler",14,370,0.0378378378378378
"Magnuson",7,"American Coot",1,375,0.00266666666666667
"Magnuson",7,"American Crow",493,375,1.31466666666667
"Magnuson",7,"American Goldfinch",333,375,0.888
"Magnuson",7,"American Robin",262,375,0.698666666666667
"Magnuson",7,"Anna's Hummingbird",62,375,0.165333333333333
"Magnuson",7,"Bald Eagle",10,375,0.0266666666666667
"Magnuson",7,"Band-tailed Pigeon",2,375,0.00533333333333333
"Magnuson",7,"Barn Swallow",184,375,0.490666666666667
"Magnuson",7,"Belted Kingfisher",9,375,0.024
"Magnuson",7,"Bewick's Wren",61,375,0.162666666666667
"Magnuson",7,"Black-capped Chickadee",194,375,0.517333333333333
"Magnuson",7,"Brown Creeper",1,375,0.00266666666666667
"Magnuson",7,"Brown-headed Cowbird",123,375,0.328
"Magnuson",7,"Bullock's Oriole",15,375,0.04
"Magnuson",7,"Bushtit",133,375,0.354666666666667
"Magnuson",7,"California Gull",151,375,0.402666666666667
"Magnuson",7,"California Quail",17,375,0.0453333333333333
"Magnuson",7,"Canada Goose",240,375,0.64
"Magnuson",7,"Cedar Waxwing",100,375,0.266666666666667
"Magnuson",7,"Cliff Swallow",529,375,1.41066666666667
"Magnuson",7,"Common Merganser",13,375,0.0346666666666667
"Magnuson",7,"Common Yellowthroat",15,375,0.04
"Magnuson",7,"Cooper's Hawk",2,375,0.00533333333333333
"Magnuson",7,"Dark-eyed Junco",1,375,0.00266666666666667
"Magnuson",7,"Downy Woodpecker",20,375,0.0533333333333333
"Magnuson",7,"European Starling",284,375,0.757333333333333
"Magnuson",7,"Gadwall",24,375,0.064
"Magnuson",7,"Glaucous-winged Gull",51,375,0.136
"Magnuson",7,"Glaucous-winged x Western Gull",7,375,0.0186666666666667
"Magnuson",7,"Great Blue Heron",7,375,0.0186666666666667
"Magnuson",7,"Herring Gull",2,375,0.00533333333333333
"Magnuson",7,"Horned Grebe",1,375,0.00266666666666667
"Magnuson",7,"House Finch",490,375,1.30666666666667
"Magnuson",7,"House Sparrow",84,375,0.224
"Magnuson",7,"Killdeer",32,375,0.0853333333333333
"Magnuson",7,"Least Sandpiper",1,375,0.00266666666666667
"Magnuson",7,"Mallard",269,375,0.717333333333333
"Magnuson",7,"Marsh Wren",1,375,0.00266666666666667
"Magnuson",7,"Mew Gull",3,375,0.008
"Magnuson",7,"Northern Flicker",58,375,0.154666666666667
"Magnuson",7,"Northern Rough-winged Swallow",11,375,0.0293333333333333
"Magnuson",7,"Pacific-slope Flycatcher",1,375,0.00266666666666667
"Magnuson",7,"Pied-billed Grebe",1,375,0.00266666666666667
"Magnuson",7,"Pine Siskin",2,375,0.00533333333333333
"Magnuson",7,"Red-breasted Merganser",5,375,0.0133333333333333
"Magnuson",7,"Red-tailed Hawk",4,375,0.0106666666666667
"Magnuson",7,"Red-winged Blackbird",133,375,0.354666666666667
"Magnuson",7,"Ring-billed Gull",65,375,0.173333333333333
"Magnuson",7,"Rock Pigeon",65,375,0.173333333333333
"Magnuson",7,"Rufous Hummingbird",4,375,0.0106666666666667
"Magnuson",7,"Savannah Sparrow",145,375,0.386666666666667
"Magnuson",7,"Song Sparrow",132,375,0.352
"Magnuson",7,"Spotted Sandpiper",7,375,0.0186666666666667
"Magnuson",7,"Spotted Towhee",101,375,0.269333333333333
"Magnuson",7,"Steller's Jay",3,375,0.008
"Magnuson",7,"Thayer's Gull",1,375,0.00266666666666667
"Magnuson",7,"Tree Swallow",87,375,0.232
"Magnuson",7,"Vaux's Swift",61,375,0.162666666666667
"Magnuson",7,"Violet-green Swallow",170,375,0.453333333333333
"Magnuson",7,"Western Gull",4,375,0.0106666666666667
"Magnuson",7,"Western Tanager",1,375,0.00266666666666667
"Magnuson",7,"Western Wood-Pewee",2,375,0.00533333333333333
"Magnuson",7,"White-crowned Sparrow",43,375,0.114666666666667
"Magnuson",7,"Willow Flycatcher",29,375,0.0773333333333333
"Magnuson",7,"Yellow-rumped Warbler",1,375,0.00266666666666667
"Magnuson",8,"American Coot",1,358,0.00279329608938547
"Magnuson",8,"American Crow",393,358,1.09776536312849
"Magnuson",8,"American Goldfinch",302,358,0.843575418994413
"Magnuson",8,"American Robin",262,358,0.731843575418994
"Magnuson",8,"Anna's Hummingbird",74,358,0.206703910614525
"Magnuson",8,"Band-tailed Pigeon",6,358,0.0167597765363128
"Magnuson",8,"Barn Swallow",348,358,0.972067039106145
"Magnuson",8,"Belted Kingfisher",4,358,0.0111731843575419
"Magnuson",8,"Bewick's Wren",87,358,0.243016759776536
"Magnuson",8,"Black Swift",4,358,0.0111731843575419
"Magnuson",8,"Black-capped Chickadee",194,358,0.541899441340782
"Magnuson",8,"Black-headed Grosbeak",9,358,0.0251396648044693
"Magnuson",8,"Bonaparte's Gull",1,358,0.00279329608938547
"Magnuson",8,"Brown Creeper",2,358,0.00558659217877095
"Magnuson",8,"Brown-headed Cowbird",16,358,0.0446927374301676
"Magnuson",8,"Bullock's Oriole",4,358,0.0111731843575419
"Magnuson",8,"Bushtit",90,358,0.251396648044693
"Magnuson",8,"California Gull",536,358,1.49720670391061
"Magnuson",8,"California Quail",19,358,0.053072625698324
"Magnuson",8,"Canada Goose",161,358,0.449720670391061
"Magnuson",8,"Cedar Waxwing",152,358,0.424581005586592
"Magnuson",8,"Chestnut-backed Chickadee",1,358,0.00279329608938547
"Magnuson",8,"Cliff Swallow",126,358,0.35195530726257
"Magnuson",8,"Common Merganser",20,358,0.0558659217877095
"Magnuson",8,"Common Yellowthroat",5,358,0.0139664804469274
"Magnuson",8,"Cooper's Hawk",2,358,0.00558659217877095
"Magnuson",8,"Dark-eyed Junco",1,358,0.00279329608938547
"Magnuson",8,"Downy Woodpecker",8,358,0.0223463687150838
"Magnuson",8,"European Starling",816,358,2.27932960893855
"Magnuson",8,"Gadwall",12,358,0.0335195530726257
"Magnuson",8,"Glaucous-winged Gull",49,358,0.136871508379888
"Magnuson",8,"Golden-crowned Kinglet",1,358,0.00279329608938547
"Magnuson",8,"Great Blue Heron",2,358,0.00558659217877095
"Magnuson",8,"Hooded Merganser",4,358,0.0111731843575419
"Magnuson",8,"House Finch",1155,358,3.22625698324022
"Magnuson",8,"House Sparrow",117,358,0.326815642458101
"Magnuson",8,"Killdeer",6,358,0.0167597765363128
"Magnuson",8,"MacGillivray's Warbler",2,358,0.00558659217877095
"Magnuson",8,"Mallard",322,358,0.899441340782123
"Magnuson",8,"Merlin",1,358,0.00279329608938547
"Magnuson",8,"Mew Gull",8,358,0.0223463687150838
"Magnuson",8,"Mourning Dove",1,358,0.00279329608938547
"Magnuson",8,"Northern Flicker",54,358,0.150837988826816
"Magnuson",8,"Northern Rough-winged Swallow",2,358,0.00558659217877095
"Magnuson",8,"Olive-sided Flycatcher",1,358,0.00279329608938547
"Magnuson",8,"Orange-crowned Warbler",10,358,0.0279329608938547
"Magnuson",8,"Peregrine Falcon",1,358,0.00279329608938547
"Magnuson",8,"Pied-billed Grebe",1,358,0.00279329608938547
"Magnuson",8,"Red-breasted Nuthatch",2,358,0.00558659217877095
"Magnuson",8,"Red-necked Grebe",1,358,0.00279329608938547
"Magnuson",8,"Red-tailed Hawk",2,358,0.00558659217877095
"Magnuson",8,"Red-winged Blackbird",14,358,0.0391061452513966
"Magnuson",8,"Ring-billed Gull",119,358,0.332402234636872
"Magnuson",8,"Rock Pigeon",77,358,0.215083798882682
"Magnuson",8,"Rufous Hummingbird",6,358,0.0167597765363128
"Magnuson",8,"Savannah Sparrow",60,358,0.167597765363128
"Magnuson",8,"Song Sparrow",31,358,0.0865921787709497
"Magnuson",8,"Spotted Owl",1,358,0.00279329608938547
"Magnuson",8,"Spotted Sandpiper",2,358,0.00558659217877095
"Magnuson",8,"Spotted Towhee",72,358,0.201117318435754
